Sampling_Event,Date,Mesocosm,Treatment,Species,Abundance
T1,2015-05-22,12,SP,Encyonema.mesianum,0.004
T1,2015-05-22,16,SP,Encyonema.mesianum,0.004
T1,2015-05-22,24,SP,Encyonema.mesianum,0.031
T2,2015-08-18,5,F,Encyonema.mesianum,0.000
T2,2015-08-18,6,F,Encyonema.mesianum,0.000
T2,2015-08-18,18,F,Encyonema.mesianum,0.000
T2,2015-08-18,4,FP,Encyonema.mesianum,0.011
T2,2015-08-18,7,FP,Encyonema.mesianum,0.004
T2,2015-08-18,19,FP,Encyonema.mesianum,0.007
T2,2015-08-18,9,S,Encyonema.mesianum,0.000
T2,2015-08-18,10,S,Encyonema.mesianum,0.004
T2,2015-08-18,13,S,Encyonema.mesianum,0.002
T2,2015-08-18,12,SP,Encyonema.mesianum,0.002
T2,2015-08-18,15,SP,Encyonema.mesianum,0.000
T2,2015-08-18,24,SP,Encyonema.mesianum,0.000
T3,2016-02-19,1,F,Encyonema.mesianum,0.000
T3,2016-02-19,6,F,Encyonema.mesianum,0.000
T3,2016-02-19,18,F,Encyonema.mesianum,0.000
T3,2016-02-19,4,FP,Encyonema.mesianum,0.008
T3,2016-02-19,19,FP,Encyonema.mesianum,0.000
T3,2016-02-19,9,S,Encyonema.mesianum,0.000
T3,2016-02-19,13,S,Encyonema.mesianum,0.000
T3,2016-02-19,21,S,Encyonema.mesianum,0.000
T3,2016-02-19,12,SP,Encyonema.mesianum,0.000
T3,2016-02-19,16,SP,Encyonema.mesianum,0.000
T3,2016-02-19,23,SP,Encyonema.mesianum,0.000
T4,2016-07-10,1,F,Encyonema.mesianum,0.031
T4,2016-07-10,6,F,Encyonema.mesianum,0.000
T4,2016-07-10,18,F,Encyonema.mesianum,0.002
T4,2016-07-10,8,FP,Encyonema.mesianum,0.000
T4,2016-07-10,19,FP,Encyonema.mesianum,0.000
T4,2016-07-10,9,S,Encyonema.mesianum,0.000
T4,2016-07-10,13,S,Encyonema.mesianum,0.000
T4,2016-07-10,21,S,Encyonema.mesianum,0.000
T4,2016-07-10,11,SP,Encyonema.mesianum,0.000
T4,2016-07-10,16,SP,Encyonema.mesianum,0.000
T1,2015-05-22,1,F,Entomoneis.vmsp1,0.000
T1,2015-05-22,17,F,Entomoneis.vmsp1,0.000
T1,2015-05-22,18,F,Entomoneis.vmsp1,0.000
T1,2015-05-22,4,FP,Entomoneis.vmsp1,0.000
T1,2015-05-22,8,FP,Entomoneis.vmsp1,0.000
T1,2015-05-22,19,FP,Entomoneis.vmsp1,0.000
T1,2015-05-22,9,S,Entomoneis.vmsp1,0.000
T1,2015-05-22,14,S,Entomoneis.vmsp1,0.000
T1,2015-05-22,21,S,Entomoneis.vmsp1,0.000
T1,2015-05-22,12,SP,Entomoneis.vmsp1,0.000
T1,2015-05-22,16,SP,Entomoneis.vmsp1,0.000
T1,2015-05-22,24,SP,Entomoneis.vmsp1,0.000
T2,2015-08-18,5,F,Entomoneis.vmsp1,0.000
T2,2015-08-18,6,F,Entomoneis.vmsp1,0.000
T2,2015-08-18,18,F,Entomoneis.vmsp1,0.000
T2,2015-08-18,4,FP,Entomoneis.vmsp1,0.000
T2,2015-08-18,7,FP,Entomoneis.vmsp1,0.000
T2,2015-08-18,19,FP,Entomoneis.vmsp1,0.000
T2,2015-08-18,9,S,Entomoneis.vmsp1,0.000
T2,2015-08-18,10,S,Entomoneis.vmsp1,0.000
T2,2015-08-18,13,S,Entomoneis.vmsp1,0.000
T2,2015-08-18,12,SP,Entomoneis.vmsp1,0.000
T2,2015-08-18,15,SP,Entomoneis.vmsp1,0.000
T2,2015-08-18,24,SP,Entomoneis.vmsp1,0.000
T3,2016-02-19,1,F,Entomoneis.vmsp1,0.000
T3,2016-02-19,6,F,Entomoneis.vmsp1,0.000
T3,2016-02-19,18,F,Entomoneis.vmsp1,0.000
T3,2016-02-19,4,FP,Entomoneis.vmsp1,0.000
T3,2016-02-19,19,FP,Entomoneis.vmsp1,0.000
T3,2016-02-19,9,S,Entomoneis.vmsp1,0.000
T3,2016-02-19,13,S,Entomoneis.vmsp1,0.000
T3,2016-02-19,21,S,Entomoneis.vmsp1,0.000
T3,2016-02-19,12,SP,Entomoneis.vmsp1,0.000
T3,2016-02-19,16,SP,Entomoneis.vmsp1,0.000
T3,2016-02-19,23,SP,Entomoneis.vmsp1,0.000
T4,2016-07-10,1,F,Entomoneis.vmsp1,0.000
T4,2016-07-10,6,F,Entomoneis.vmsp1,0.000
T4,2016-07-10,18,F,Entomoneis.vmsp1,0.000
T4,2016-07-10,8,FP,Entomoneis.vmsp1,0.000
T4,2016-07-10,19,FP,Entomoneis.vmsp1,0.000
T4,2016-07-10,9,S,Entomoneis.vmsp1,0.000
T4,2016-07-10,13,S,Entomoneis.vmsp1,0.000
T4,2016-07-10,21,S,Entomoneis.vmsp1,0.004
T4,2016-07-10,11,SP,Entomoneis.vmsp1,0.154
T4,2016-07-10,16,SP,Entomoneis.vmsp1,0.000
T1,2015-05-22,1,F,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,17,F,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,18,F,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,4,FP,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,8,FP,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,19,FP,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,9,S,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,14,S,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,21,S,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,12,SP,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,16,SP,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,24,SP,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,5,F,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,6,F,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,18,F,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,4,FP,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,7,FP,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,19,FP,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,9,S,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,10,S,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,13,S,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,12,SP,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,15,SP,Envekadea.vanlandinghamii,0.000
T2,2015-08-18,24,SP,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,1,F,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,6,F,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,18,F,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,4,FP,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,19,FP,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,9,S,Envekadea.vanlandinghamii,0.050
T3,2016-02-19,13,S,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,21,S,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,12,SP,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,16,SP,Envekadea.vanlandinghamii,0.000
T3,2016-02-19,23,SP,Envekadea.vanlandinghamii,0.000
T4,2016-07-10,1,F,Envekadea.vanlandinghamii,0.004
T4,2016-07-10,6,F,Envekadea.vanlandinghamii,0.000
T4,2016-07-10,18,F,Envekadea.vanlandinghamii,0.000
T4,2016-07-10,8,FP,Envekadea.vanlandinghamii,0.000
T4,2016-07-10,19,FP,Envekadea.vanlandinghamii,0.000
T4,2016-07-10,9,S,Envekadea.vanlandinghamii,0.138
T4,2016-07-10,13,S,Envekadea.vanlandinghamii,0.008
T4,2016-07-10,21,S,Envekadea.vanlandinghamii,0.000
T4,2016-07-10,11,SP,Envekadea.vanlandinghamii,0.000
T4,2016-07-10,16,SP,Envekadea.vanlandinghamii,0.000
T1,2015-05-22,1,F,Eunotia.cf..camelus,0.000
T1,2015-05-22,17,F,Eunotia.cf..camelus,0.000
T1,2015-05-22,18,F,Eunotia.cf..camelus,0.002
T1,2015-05-22,4,FP,Eunotia.cf..camelus,0.000
T1,2015-05-22,8,FP,Eunotia.cf..camelus,0.000
T1,2015-05-22,19,FP,Eunotia.cf..camelus,0.004
T1,2015-05-22,9,S,Eunotia.cf..camelus,0.000
T1,2015-05-22,14,S,Eunotia.cf..camelus,0.000
T1,2015-05-22,21,S,Eunotia.cf..camelus,0.000
T1,2015-05-22,12,SP,Eunotia.cf..camelus,0.000
T1,2015-05-22,16,SP,Eunotia.cf..camelus,0.000
T1,2015-05-22,24,SP,Eunotia.cf..camelus,0.000
T2,2015-08-18,5,F,Eunotia.cf..camelus,0.004
T2,2015-08-18,6,F,Eunotia.cf..camelus,0.000
T2,2015-08-18,18,F,Eunotia.cf..camelus,0.004
T2,2015-08-18,4,FP,Eunotia.cf..camelus,0.000
T2,2015-08-18,7,FP,Eunotia.cf..camelus,0.000
T2,2015-08-18,19,FP,Eunotia.cf..camelus,0.000
T2,2015-08-18,9,S,Eunotia.cf..camelus,0.000
T2,2015-08-18,10,S,Eunotia.cf..camelus,0.004
T2,2015-08-18,13,S,Eunotia.cf..camelus,0.000
T2,2015-08-18,12,SP,Eunotia.cf..camelus,0.000
T2,2015-08-18,15,SP,Eunotia.cf..camelus,0.000
T2,2015-08-18,24,SP,Eunotia.cf..camelus,0.000
T3,2016-02-19,1,F,Eunotia.cf..camelus,0.000
T3,2016-02-19,6,F,Eunotia.cf..camelus,0.000
T3,2016-02-19,18,F,Eunotia.cf..camelus,0.000
T3,2016-02-19,4,FP,Eunotia.cf..camelus,0.000
T3,2016-02-19,19,FP,Eunotia.cf..camelus,0.002
T3,2016-02-19,9,S,Eunotia.cf..camelus,0.000
T3,2016-02-19,13,S,Eunotia.cf..camelus,0.000
T3,2016-02-19,21,S,Eunotia.cf..camelus,0.000
T3,2016-02-19,12,SP,Eunotia.cf..camelus,0.000
T3,2016-02-19,16,SP,Eunotia.cf..camelus,0.000
T3,2016-02-19,23,SP,Eunotia.cf..camelus,0.000
T4,2016-07-10,1,F,Eunotia.cf..camelus,0.000
T4,2016-07-10,6,F,Eunotia.cf..camelus,0.000
T4,2016-07-10,18,F,Eunotia.cf..camelus,0.000
T4,2016-07-10,8,FP,Eunotia.cf..camelus,0.000
T4,2016-07-10,19,FP,Eunotia.cf..camelus,0.000
T4,2016-07-10,9,S,Eunotia.cf..camelus,0.000
T4,2016-07-10,13,S,Eunotia.cf..camelus,0.000
T4,2016-07-10,21,S,Eunotia.cf..camelus,0.000
T4,2016-07-10,11,SP,Eunotia.cf..camelus,0.000
T4,2016-07-10,16,SP,Eunotia.cf..camelus,0.000
T1,2015-05-22,1,F,Eunotia.flexuosa,0.000
T1,2015-05-22,17,F,Eunotia.flexuosa,0.000
T1,2015-05-22,18,F,Eunotia.flexuosa,0.002
T1,2015-05-22,4,FP,Eunotia.flexuosa,0.000
T1,2015-05-22,8,FP,Eunotia.flexuosa,0.002
T1,2015-05-22,19,FP,Eunotia.flexuosa,0.000
T1,2015-05-22,9,S,Eunotia.flexuosa,0.004
T1,2015-05-22,14,S,Eunotia.flexuosa,0.000
T1,2015-05-22,21,S,Eunotia.flexuosa,0.000
T1,2015-05-22,12,SP,Eunotia.flexuosa,0.000
T1,2015-05-22,16,SP,Eunotia.flexuosa,0.000
T1,2015-05-22,24,SP,Eunotia.flexuosa,0.000
T2,2015-08-18,5,F,Eunotia.flexuosa,0.004
T2,2015-08-18,6,F,Eunotia.flexuosa,0.004
T2,2015-08-18,18,F,Eunotia.flexuosa,0.011
T2,2015-08-18,4,FP,Eunotia.flexuosa,0.000
T2,2015-08-18,7,FP,Eunotia.flexuosa,0.000
T2,2015-08-18,19,FP,Eunotia.flexuosa,0.022
T2,2015-08-18,9,S,Eunotia.flexuosa,0.000
T2,2015-08-18,10,S,Eunotia.flexuosa,0.002
T2,2015-08-18,13,S,Eunotia.flexuosa,0.001
T2,2015-08-18,12,SP,Eunotia.flexuosa,0.000
T2,2015-08-18,15,SP,Eunotia.flexuosa,0.000
T2,2015-08-18,24,SP,Eunotia.flexuosa,0.000
T3,2016-02-19,1,F,Eunotia.flexuosa,0.000
T3,2016-02-19,6,F,Eunotia.flexuosa,0.000
T3,2016-02-19,18,F,Eunotia.flexuosa,0.008
T3,2016-02-19,4,FP,Eunotia.flexuosa,0.000
T3,2016-02-19,19,FP,Eunotia.flexuosa,0.000
T3,2016-02-19,9,S,Eunotia.flexuosa,0.000
T3,2016-02-19,13,S,Eunotia.flexuosa,0.000
T3,2016-02-19,21,S,Eunotia.flexuosa,0.000
T3,2016-02-19,12,SP,Eunotia.flexuosa,0.000
T3,2016-02-19,16,SP,Eunotia.flexuosa,0.000
T3,2016-02-19,23,SP,Eunotia.flexuosa,0.000
T4,2016-07-10,1,F,Eunotia.flexuosa,0.000
T4,2016-07-10,6,F,Eunotia.flexuosa,0.000
T4,2016-07-10,18,F,Eunotia.flexuosa,0.004
T4,2016-07-10,8,FP,Eunotia.flexuosa,0.000
T4,2016-07-10,19,FP,Eunotia.flexuosa,0.000
T4,2016-07-10,9,S,Eunotia.flexuosa,0.000
T4,2016-07-10,13,S,Eunotia.flexuosa,0.000
T4,2016-07-10,21,S,Eunotia.flexuosa,0.000
T4,2016-07-10,11,SP,Eunotia.flexuosa,0.000
T4,2016-07-10,16,SP,Eunotia.flexuosa,0.000
T1,2015-05-22,1,F,Eunotia.cf..incisa,0.000
T1,2015-05-22,17,F,Eunotia.cf..incisa,0.000
T1,2015-05-22,18,F,Eunotia.cf..incisa,0.000
T1,2015-05-22,4,FP,Eunotia.cf..incisa,0.007
T1,2015-05-22,8,FP,Eunotia.cf..incisa,0.007
T1,2015-05-22,19,FP,Eunotia.cf..incisa,0.000
T1,2015-05-22,9,S,Eunotia.cf..incisa,0.000
T1,2015-05-22,14,S,Eunotia.cf..incisa,0.000
T1,2015-05-22,21,S,Eunotia.cf..incisa,0.000
T1,2015-05-22,12,SP,Eunotia.cf..incisa,0.000
T1,2015-05-22,16,SP,Eunotia.cf..incisa,0.000
T1,2015-05-22,24,SP,Eunotia.cf..incisa,0.000
T2,2015-08-18,5,F,Eunotia.cf..incisa,0.000
T2,2015-08-18,6,F,Eunotia.cf..incisa,0.052
T2,2015-08-18,18,F,Eunotia.cf..incisa,0.000
T2,2015-08-18,4,FP,Eunotia.cf..incisa,0.007
T2,2015-08-18,7,FP,Eunotia.cf..incisa,0.000
T2,2015-08-18,19,FP,Eunotia.cf..incisa,0.000
T2,2015-08-18,9,S,Eunotia.cf..incisa,0.000
T2,2015-08-18,10,S,Eunotia.cf..incisa,0.000
T2,2015-08-18,13,S,Eunotia.cf..incisa,0.000
T2,2015-08-18,12,SP,Eunotia.cf..incisa,0.000
T2,2015-08-18,15,SP,Eunotia.cf..incisa,0.000
T2,2015-08-18,24,SP,Eunotia.cf..incisa,0.000
T3,2016-02-19,1,F,Eunotia.cf..incisa,0.000
T3,2016-02-19,6,F,Eunotia.cf..incisa,0.338
T3,2016-02-19,18,F,Eunotia.cf..incisa,0.000
T3,2016-02-19,4,FP,Eunotia.cf..incisa,0.000
T3,2016-02-19,19,FP,Eunotia.cf..incisa,0.000
T3,2016-02-19,9,S,Eunotia.cf..incisa,0.000
T3,2016-02-19,13,S,Eunotia.cf..incisa,0.000
T3,2016-02-19,21,S,Eunotia.cf..incisa,0.000
T3,2016-02-19,12,SP,Eunotia.cf..incisa,0.000
T3,2016-02-19,16,SP,Eunotia.cf..incisa,0.000
T3,2016-02-19,23,SP,Eunotia.cf..incisa,0.000
T4,2016-07-10,1,F,Eunotia.cf..incisa,0.000
T4,2016-07-10,6,F,Eunotia.cf..incisa,0.042
T4,2016-07-10,18,F,Eunotia.cf..incisa,0.002
T4,2016-07-10,8,FP,Eunotia.cf..incisa,0.000
T4,2016-07-10,19,FP,Eunotia.cf..incisa,0.000
T4,2016-07-10,9,S,Eunotia.cf..incisa,0.000
T4,2016-07-10,13,S,Eunotia.cf..incisa,0.000
T4,2016-07-10,21,S,Eunotia.cf..incisa,0.000
T4,2016-07-10,11,SP,Eunotia.cf..incisa,0.000
T4,2016-07-10,16,SP,Eunotia.cf..incisa,0.000
T1,2015-05-22,1,F,Eunotia.cf.mondon,0.000
T1,2015-05-22,17,F,Eunotia.cf.mondon,0.000
T1,2015-05-22,18,F,Eunotia.cf.mondon,0.000
T1,2015-05-22,4,FP,Eunotia.cf.mondon,0.010
T1,2015-05-22,8,FP,Eunotia.cf.mondon,0.000
T1,2015-05-22,19,FP,Eunotia.cf.mondon,0.000
T1,2015-05-22,9,S,Eunotia.cf.mondon,0.000
T1,2015-05-22,14,S,Eunotia.cf.mondon,0.000
T1,2015-05-22,21,S,Eunotia.cf.mondon,0.000
T1,2015-05-22,12,SP,Eunotia.cf.mondon,0.000
T1,2015-05-22,16,SP,Eunotia.cf.mondon,0.000
T1,2015-05-22,24,SP,Eunotia.cf.mondon,0.000
T2,2015-08-18,5,F,Eunotia.cf.mondon,0.000
T2,2015-08-18,6,F,Eunotia.cf.mondon,0.000
T2,2015-08-18,18,F,Eunotia.cf.mondon,0.000
T2,2015-08-18,4,FP,Eunotia.cf.mondon,0.100
T2,2015-08-18,7,FP,Eunotia.cf.mondon,0.000
T2,2015-08-18,19,FP,Eunotia.cf.mondon,0.000
T2,2015-08-18,9,S,Eunotia.cf.mondon,0.000
T2,2015-08-18,10,S,Eunotia.cf.mondon,0.000
T2,2015-08-18,13,S,Eunotia.cf.mondon,0.000
T2,2015-08-18,12,SP,Eunotia.cf.mondon,0.000
T2,2015-08-18,15,SP,Eunotia.cf.mondon,0.000
T2,2015-08-18,24,SP,Eunotia.cf.mondon,0.000
T3,2016-02-19,1,F,Eunotia.cf.mondon,0.000
T3,2016-02-19,6,F,Eunotia.cf.mondon,0.000
T3,2016-02-19,18,F,Eunotia.cf.mondon,0.000
T3,2016-02-19,4,FP,Eunotia.cf.mondon,0.000
T3,2016-02-19,19,FP,Eunotia.cf.mondon,0.000
T3,2016-02-19,9,S,Eunotia.cf.mondon,0.000
T3,2016-02-19,13,S,Eunotia.cf.mondon,0.000
T3,2016-02-19,21,S,Eunotia.cf.mondon,0.000
T3,2016-02-19,12,SP,Eunotia.cf.mondon,0.000
T3,2016-02-19,16,SP,Eunotia.cf.mondon,0.000
T3,2016-02-19,23,SP,Eunotia.cf.mondon,0.000
T4,2016-07-10,1,F,Eunotia.cf.mondon,0.000
T4,2016-07-10,6,F,Eunotia.cf.mondon,0.000
T4,2016-07-10,18,F,Eunotia.cf.mondon,0.000
T4,2016-07-10,8,FP,Eunotia.cf.mondon,0.000
T4,2016-07-10,19,FP,Eunotia.cf.mondon,0.000
T4,2016-07-10,9,S,Eunotia.cf.mondon,0.000
T4,2016-07-10,13,S,Eunotia.cf.mondon,0.000
T4,2016-07-10,21,S,Eunotia.cf.mondon,0.000
T4,2016-07-10,11,SP,Eunotia.cf.mondon,0.000
T4,2016-07-10,16,SP,Eunotia.cf.mondon,0.000
T1,2015-05-22,1,F,Fragilaria.ftsp16,0.000
T1,2015-05-22,17,F,Fragilaria.ftsp16,0.000
T1,2015-05-22,18,F,Fragilaria.ftsp16,0.000
T1,2015-05-22,4,FP,Fragilaria.ftsp16,0.000
T1,2015-05-22,8,FP,Fragilaria.ftsp16,0.000
T1,2015-05-22,19,FP,Fragilaria.ftsp16,0.000
T1,2015-05-22,9,S,Fragilaria.ftsp16,0.328
T1,2015-05-22,14,S,Fragilaria.ftsp16,0.019
T1,2015-05-22,21,S,Fragilaria.ftsp16,0.005
T1,2015-05-22,12,SP,Fragilaria.ftsp16,0.016
T1,2015-05-22,16,SP,Fragilaria.ftsp16,0.049
T1,2015-05-22,24,SP,Fragilaria.ftsp16,0.004
T2,2015-08-18,5,F,Fragilaria.ftsp16,0.000
T2,2015-08-18,6,F,Fragilaria.ftsp16,0.002
T2,2015-08-18,18,F,Fragilaria.ftsp16,0.000
T2,2015-08-18,4,FP,Fragilaria.ftsp16,0.000
T2,2015-08-18,7,FP,Fragilaria.ftsp16,0.000
T2,2015-08-18,19,FP,Fragilaria.ftsp16,0.000
T2,2015-08-18,9,S,Fragilaria.ftsp16,0.280
T2,2015-08-18,10,S,Fragilaria.ftsp16,0.138
T2,2015-08-18,13,S,Fragilaria.ftsp16,0.145
T2,2015-08-18,12,SP,Fragilaria.ftsp16,0.003
T2,2015-08-18,15,SP,Fragilaria.ftsp16,0.043
T2,2015-08-18,24,SP,Fragilaria.ftsp16,0.000
T3,2016-02-19,1,F,Fragilaria.ftsp16,0.000
T3,2016-02-19,6,F,Fragilaria.ftsp16,0.000
T3,2016-02-19,18,F,Fragilaria.ftsp16,0.000
T3,2016-02-19,4,FP,Fragilaria.ftsp16,0.000
T3,2016-02-19,19,FP,Fragilaria.ftsp16,0.000
T3,2016-02-19,9,S,Fragilaria.ftsp16,0.754
T3,2016-02-19,13,S,Fragilaria.ftsp16,0.281
T3,2016-02-19,21,S,Fragilaria.ftsp16,0.307
T3,2016-02-19,12,SP,Fragilaria.ftsp16,0.004
T3,2016-02-19,16,SP,Fragilaria.ftsp16,0.002
T3,2016-02-19,23,SP,Fragilaria.ftsp16,0.008
T4,2016-07-10,1,F,Fragilaria.ftsp16,0.000
T4,2016-07-10,6,F,Fragilaria.ftsp16,0.000
T4,2016-07-10,18,F,Fragilaria.ftsp16,0.000
T4,2016-07-10,8,FP,Fragilaria.ftsp16,0.000
T4,2016-07-10,19,FP,Fragilaria.ftsp16,0.029
T4,2016-07-10,9,S,Fragilaria.ftsp16,0.164
T4,2016-07-10,13,S,Fragilaria.ftsp16,0.264
T4,2016-07-10,21,S,Fragilaria.ftsp16,0.205
T4,2016-07-10,11,SP,Fragilaria.ftsp16,0.044
T4,2016-07-10,16,SP,Fragilaria.ftsp16,0.002
T1,2015-05-22,1,F,Fragilaria.minuscula,0.000
T1,2015-05-22,17,F,Fragilaria.minuscula,0.000
T1,2015-05-22,18,F,Fragilaria.minuscula,0.000
T1,2015-05-22,4,FP,Fragilaria.minuscula,0.000
T1,2015-05-22,8,FP,Fragilaria.minuscula,0.000
T1,2015-05-22,19,FP,Fragilaria.minuscula,0.000
T1,2015-05-22,9,S,Fragilaria.minuscula,0.000
T1,2015-05-22,14,S,Fragilaria.minuscula,0.000
T1,2015-05-22,21,S,Fragilaria.minuscula,0.000
T1,2015-05-22,12,SP,Fragilaria.minuscula,0.000
T1,2015-05-22,16,SP,Fragilaria.minuscula,0.000
T1,2015-05-22,24,SP,Fragilaria.minuscula,0.000
T2,2015-08-18,5,F,Fragilaria.minuscula,0.000
T2,2015-08-18,6,F,Fragilaria.minuscula,0.000
T2,2015-08-18,18,F,Fragilaria.minuscula,0.000
T2,2015-08-18,4,FP,Fragilaria.minuscula,0.000
T2,2015-08-18,7,FP,Fragilaria.minuscula,0.000
T2,2015-08-18,19,FP,Fragilaria.minuscula,0.000
T2,2015-08-18,9,S,Fragilaria.minuscula,0.000
T2,2015-08-18,10,S,Fragilaria.minuscula,0.000
T2,2015-08-18,13,S,Fragilaria.minuscula,0.062
T2,2015-08-18,12,SP,Fragilaria.minuscula,0.000
T2,2015-08-18,15,SP,Fragilaria.minuscula,0.002
T2,2015-08-18,24,SP,Fragilaria.minuscula,0.000
T3,2016-02-19,1,F,Fragilaria.minuscula,0.000
T3,2016-02-19,6,F,Fragilaria.minuscula,0.000
T3,2016-02-19,18,F,Fragilaria.minuscula,0.000
T3,2016-02-19,4,FP,Fragilaria.minuscula,0.000
T3,2016-02-19,19,FP,Fragilaria.minuscula,0.000
T3,2016-02-19,9,S,Fragilaria.minuscula,0.000
T3,2016-02-19,13,S,Fragilaria.minuscula,0.000
T3,2016-02-19,21,S,Fragilaria.minuscula,0.038
T3,2016-02-19,12,SP,Fragilaria.minuscula,0.000
T3,2016-02-19,16,SP,Fragilaria.minuscula,0.000
T3,2016-02-19,23,SP,Fragilaria.minuscula,0.004
T4,2016-07-10,1,F,Fragilaria.minuscula,0.000
T4,2016-07-10,6,F,Fragilaria.minuscula,0.000
T4,2016-07-10,18,F,Fragilaria.minuscula,0.000
T4,2016-07-10,8,FP,Fragilaria.minuscula,0.000
T4,2016-07-10,19,FP,Fragilaria.minuscula,0.000
T4,2016-07-10,9,S,Fragilaria.minuscula,0.004
T4,2016-07-10,13,S,Fragilaria.minuscula,0.008
T4,2016-07-10,21,S,Fragilaria.minuscula,0.030
T4,2016-07-10,11,SP,Fragilaria.minuscula,0.011
T4,2016-07-10,16,SP,Fragilaria.minuscula,0.000
T1,2015-05-22,1,F,Fragilaria.nanana,0.000
T1,2015-05-22,17,F,Fragilaria.nanana,0.000
T1,2015-05-22,18,F,Fragilaria.nanana,0.014
T1,2015-05-22,4,FP,Fragilaria.nanana,0.000
T1,2015-05-22,8,FP,Fragilaria.nanana,0.000
T1,2015-05-22,19,FP,Fragilaria.nanana,0.000
T1,2015-05-22,9,S,Fragilaria.nanana,0.000
T1,2015-05-22,14,S,Fragilaria.nanana,0.000
T1,2015-05-22,21,S,Fragilaria.nanana,0.000
T1,2015-05-22,12,SP,Fragilaria.nanana,0.000
T1,2015-05-22,16,SP,Fragilaria.nanana,0.000
T1,2015-05-22,24,SP,Fragilaria.nanana,0.000
T2,2015-08-18,5,F,Fragilaria.nanana,0.000
T2,2015-08-18,6,F,Fragilaria.nanana,0.000
T2,2015-08-18,18,F,Fragilaria.nanana,0.000
T2,2015-08-18,4,FP,Fragilaria.nanana,0.000
T2,2015-08-18,7,FP,Fragilaria.nanana,0.000
T2,2015-08-18,19,FP,Fragilaria.nanana,0.000
T2,2015-08-18,9,S,Fragilaria.nanana,0.008
T2,2015-08-18,10,S,Fragilaria.nanana,0.000
T2,2015-08-18,13,S,Fragilaria.nanana,0.000
T2,2015-08-18,12,SP,Fragilaria.nanana,0.000
T2,2015-08-18,15,SP,Fragilaria.nanana,0.000
T2,2015-08-18,24,SP,Fragilaria.nanana,0.000
T3,2016-02-19,1,F,Fragilaria.nanana,0.000
T3,2016-02-19,6,F,Fragilaria.nanana,0.000
T3,2016-02-19,18,F,Fragilaria.nanana,0.000
T3,2016-02-19,4,FP,Fragilaria.nanana,0.000
T3,2016-02-19,19,FP,Fragilaria.nanana,0.000
T3,2016-02-19,9,S,Fragilaria.nanana,0.000
T3,2016-02-19,13,S,Fragilaria.nanana,0.000
T3,2016-02-19,21,S,Fragilaria.nanana,0.000
T3,2016-02-19,12,SP,Fragilaria.nanana,0.000
T3,2016-02-19,16,SP,Fragilaria.nanana,0.000
T3,2016-02-19,23,SP,Fragilaria.nanana,0.000
T4,2016-07-10,1,F,Fragilaria.nanana,0.000
T4,2016-07-10,6,F,Fragilaria.nanana,0.000
T4,2016-07-10,18,F,Fragilaria.nanana,0.000
T4,2016-07-10,8,FP,Fragilaria.nanana,0.000
T4,2016-07-10,19,FP,Fragilaria.nanana,0.000
T4,2016-07-10,9,S,Fragilaria.nanana,0.000
T4,2016-07-10,13,S,Fragilaria.nanana,0.000
T4,2016-07-10,21,S,Fragilaria.nanana,0.000
T4,2016-07-10,11,SP,Fragilaria.nanana,0.000
T4,2016-07-10,16,SP,Fragilaria.nanana,0.000
T1,2015-05-22,1,F,Fragilaria.synegrotesca,0.042
T1,2015-05-22,17,F,Fragilaria.synegrotesca,0.025
T1,2015-05-22,18,F,Fragilaria.synegrotesca,0.052
T1,2015-05-22,4,FP,Fragilaria.synegrotesca,0.013
T1,2015-05-22,8,FP,Fragilaria.synegrotesca,0.014
T1,2015-05-22,19,FP,Fragilaria.synegrotesca,0.040
T1,2015-05-22,9,S,Fragilaria.synegrotesca,0.042
